page,term,snippet
9,sounding,iscovery of numerous subsurface reﬂectors several hundred meters deep in the nearside maria interpreted to be regolith interbedded with basaltic lava ﬂows. 1.5 HeritagefromExistingIce-PenetratingRadars Technology has advanced signiﬁcantly since the ﬁrst radar soundings of glaciers (Stern 1930; Steenson 1951; Waite and Schmidt 1962; Turchetti et al. 2008). These early ob- servations prompted the engineering of radar sounding systems dedicated to studying the
9,sounding,HeritagefromExistingIce-PenetratingRadars Technology has advanced signiﬁcantly since the ﬁrst radar soundings of glaciers (Stern 1930; Steenson 1951; Waite and Schmidt 1962; Turchetti et al. 2008). These early ob- servations prompted the engineering of radar sounding systems dedicated to studying the
9,plasma,er (LRS) ﬂown on JAXA’s SELeno- logical and ENgineering Explorer (SELENE) were to map the subsurface structure of the Moon to 5 km depth with a vertical resolution of 100 m by operating between 4 and 6 MHz and to make passive observations of natural radio and plasma waves between 10 kHz and 30 MHz (Sasaki et al. 2003). Some key results from LRS are presented in Ono et al. (2010) and include the discovery of numerous subsurface reﬂectors several hundred meters deep in the nearside maria interpreted to be regolith interbed
9,science objectives,"ger wavelengths enabled deeper penetration into the lunar regolith, whereas the shorter wavelengths enabled higher quality surface images and proﬁles. The primary science objective was the detection of subsurface discontinuities (sounding) and three secondary science objectives were sur- face imaging, surface proﬁling, and radio astronomy (i.e., measurement of galactic noise) (Phillips et al. 1973; Porcello et al. 1974). Using the 5 MHz band, the ALSE produced el- evation proﬁles of the Moon (Brown et al. 1974) and ultimately identi"
9,science objectives,"trument ﬂown on ESA’s Mars Express mis- sion (Picardi et al. 2004; Jordan et al. 2009). MARSIS is a dual-channel radar sounder oper- ating between frequencies of 1.3 and 5.5 MHz for subsurface sounding and 0.1 and 5.5 MHz for ionospheric sounding. The primary science objectives were to map the subsurface distri- bution of water ice and liquid water, probe subsurface geology, characterize the surface, and sound the ionosphere. The principal results of the ﬁrst decade of observation by MARSIS are summarized in Orosei et al. ( 2015), i"
9,measurement,"wavelengths enabled higher quality surface images and proﬁles. The primary science objective was the detection of subsurface discontinuities (sounding) and three secondary science objectives were sur- face imaging, surface proﬁling, and radio astronomy (i.e., measurement of galactic noise) (Phillips et al. 1973; Porcello et al. 1974). Using the 5 MHz band, the ALSE produced el- evation proﬁles of the Moon (Brown et al. 1974) and ultimately identiﬁed two reﬂectors beneath Mare Serenitatis at depths of 0.9 km and 1.6 km and one"
10,bandwidth,"51 Page10of91 D.D.Blankenshipetal. Fig.7 Comparison between radargrams generated from ice-penetrating radar data collected over ice on Earth at 60 MHz center frequency, 15 MHz bandwidth (top) and Mars at∼ 1 MHz center frequency and bandwidth (bottom), modiﬁed from Picardi et al. (2005) cryosphere (Evans 1963; Gudmandsen 1969;D r e w r y1983). However, these early systems were incoherent and thus limited to recording the radar signal amplitud"
10,bandwidth,"51 Page10of91 D.D.Blankenshipetal. Fig.7 Comparison between radargrams generated from ice-penetrating radar data collected over ice on Earth at 60 MHz center frequency, 15 MHz bandwidth (top) and Mars at∼ 1 MHz center frequency and bandwidth (bottom), modiﬁed from Picardi et al. (2005) cryosphere (Evans 1963; Gudmandsen 1969;D r e w r y1983). However, these early systems were incoherent and thus limited to recording the radar signal amplitude. The development of terrestrial coherent ice-penetrati"
10,bandwidth,"ped by Moussessian et al. ( 2000) demonstrated the feasibility of collecting high altitude radar sounding data and served as a testbed for future spaceborne radar sounders. This sounder could operate at frequencies of 35, 50, 60, 75, and 150 MHz with a 15 MHz bandwidth. Initial ﬁeld testing was done at 150 MHz with a University of Kansas antenna system (Chuah 1996). The system was subsequently tested at 60 MHz in Antarctic operations by the University of Texas Institute for Geophysics, the success of which led to the develo"
10,bandwidth,.3 – 5.5 MHz) and SHARAD (15 – 25 MHz) at Mars demonstrated the scientiﬁc value of a dual-frequency approach to studying icy bodies (Seu et al. 2007; Jordan et al. 2009). The lower frequencies of MARSIS penetrated deeper within the ice column while the higher bandwidth of SHARAD enabled shallow internal layers to be resolved in greater detail (Fig. 8)( C r o c ie ta l .2011). The use of two complementary frequencies represents a cornerstone of REASON’s approach to sounding Europa. 6The Fresnel zone is deﬁned as the distance
10,frequency,"51 Page10of91 D.D.Blankenshipetal. Fig.7 Comparison between radargrams generated from ice-penetrating radar data collected over ice on Earth at 60 MHz center frequency, 15 MHz bandwidth (top) and Mars at∼ 1 MHz center frequency and bandwidth (bottom), modiﬁed from Picardi et al. (2005) cryosphere (Evans 1963; Gudmandsen 1969;D r e w r y1983). However, these early systems were incoherent and thus limited to recording the rad"
10,frequency,"51 Page10of91 D.D.Blankenshipetal. Fig.7 Comparison between radargrams generated from ice-penetrating radar data collected over ice on Earth at 60 MHz center frequency, 15 MHz bandwidth (top) and Mars at∼ 1 MHz center frequency and bandwidth (bottom), modiﬁed from Picardi et al. (2005) cryosphere (Evans 1963; Gudmandsen 1969;D r e w r y1983). However, these early systems were incoherent and thus limited to recording the radar signal amplitude. The development of terrestrial coherent"
10,frequency,radar sounders represent the predecessors for radar sounders ﬂown on missions to Mars (Fig. 7) and ultimately Europa. The complementary sounding frequencies of MARSIS (1.3 – 5.5 MHz) and SHARAD (15 – 25 MHz) at Mars demonstrated the scientiﬁc value of a dual-frequency approach to studying icy bodies (Seu et al. 2007; Jordan et al. 2009). The lower frequencies of MARSIS penetrated deeper within the ice column while the higher bandwidth of SHARAD enabled shallow internal layers to be resolved in greater detail (Fig. 8)( C r
10,60 MHz,"51 Page10of91 D.D.Blankenshipetal. Fig.7 Comparison between radargrams generated from ice-penetrating radar data collected over ice on Earth at 60 MHz center frequency, 15 MHz bandwidth (top) and Mars at∼ 1 MHz center frequency and bandwidth (bottom), modiﬁed from Picardi et al. (2005) cryosphere (Evans 1963; Gudmandsen 1969;D r e w r y1983). However, these early systems were incoherent and thus limited to"
10,60 MHz,"paceborne radar sounders. This sounder could operate at frequencies of 35, 50, 60, 75, and 150 MHz with a 15 MHz bandwidth. Initial ﬁeld testing was done at 150 MHz with a University of Kansas antenna system (Chuah 1996). The system was subsequently tested at 60 MHz in Antarctic operations by the University of Texas Institute for Geophysics, the success of which led to the development of derivative designs used in polar aerogeophysics to the present day (Peters et al. 2005a). These radar sounders represent the predecesso"
10,altitude,"ater systems (Schroeder et al.2014) and enhanced resolution of internal layers (Heister and Scheiber 2018; Castelletti et al. 2019; Ferro 2019). The coherent radar sounder developed by Moussessian et al. ( 2000) demonstrated the feasibility of collecting high altitude radar sounding data and served as a testbed for future spaceborne radar sounders. This sounder could operate at frequencies of 35, 50, 60, 75, and 150 MHz with a 15 MHz bandwidth. Initial ﬁeld testing was done at 150 MHz with a University of Kansas antenna sy"
